ⲥⲉⲥⲱⲧⲙ	ⲥⲉ|ⲥⲱⲧⲙ
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲁⲓ	ⲛⲁⲓ
ⲛⲉⲧⲉⲧⲛⲛϩⲏⲧⲟⲩ	ⲛⲉ|ⲧⲉⲧⲛ|ⲛϩⲏⲧ|ⲟⲩ
ⲡⲉ	ⲡⲉ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲧⲉⲧⲛϫⲉⲕⲙⲧⲏⲩⲧⲛ	ⲁ|ⲧⲉⲧⲛ|ϫⲉⲕⲙ|ⲧⲏⲩⲧⲛ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲧⲉⲧⲛⲧⲃⲃⲟ	ⲁ|ⲧⲉⲧⲛ|ⲧⲃⲃⲟ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲧⲉⲧⲛⲧⲙⲁⲉⲓⲟ	ⲁ|ⲧⲉⲧⲛ|ⲧⲙⲁⲉⲓⲟ
ϩⲙⲡⲣⲁⲛ	ϩⲙ|ⲡ|ⲣⲁⲛ
ⲙⲡⲉⲛϫⲟⲉⲓⲥ	ⲙ|ⲡⲉⲛ|ϫⲟⲉⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲁⲩⲱ	ⲁⲩⲱ
ϩⲙⲡⲉⲡⲛⲉⲩⲙⲁ	ϩⲙ|ⲡⲉ|ⲡⲛⲉⲩⲙⲁ
ⲙⲡⲉⲛⲛⲟⲩⲧⲉ	ⲙ|ⲡⲉⲛ|ⲛⲟⲩⲧⲉ
.	.
ϩⲱⲃ	ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲝⲉⲥⲧⲉⲓ	ⲉⲝⲉⲥⲧⲉⲓ
ⲛⲁⲓ	ⲛⲁ|ⲓ
.	.
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ϩⲱⲃ	ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲣⲛⲟϥⲣⲉ	ⲣⲛⲟϥⲣⲉ
ⲁⲛ	ⲁⲛ
.	.
ϩⲱⲃ	ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲝⲉⲥⲧⲉⲓ	ⲉⲝⲉⲥⲧⲉⲓ
ⲛⲁⲓ	ⲛⲁ|ⲓ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲛϯⲛⲁⲕⲁ	ⲛ|ϯ|ⲛⲁ|ⲕⲁ
ⲗⲁⲁⲩ	ⲗⲁⲁⲩ
ⲁⲛ	ⲁⲛ
ⲉⲣϫⲟⲉⲓⲥ	ⲉ|ⲣϫⲟⲉⲓⲥ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
.	.
ⲛϭⲓⲛⲟⲩⲟⲟⲙ	ⲛ|ϭⲓⲛⲟⲩⲟⲟⲙ
ⲛⲧϩⲏ	ⲛ|ⲧ|ϩⲏ
ⲁⲩⲱ	ⲁⲩⲱ
ⲧϩⲏ	ⲧ|ϩⲏ
ⲛⲛϭⲓⲛⲟⲩⲟⲟⲙ	ⲛ|ⲛ|ϭⲓⲛⲟⲩⲟⲟⲙ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
ⲇⲉ	ⲇⲉ
ⲧⲁⲓ	ⲧⲁⲓ
ⲙⲛⲛⲉⲓⲕⲟⲟⲩⲉ	ⲙⲛ|ⲛⲉⲓ|ⲕⲟⲟⲩⲉ
ϥⲛⲁⲟⲩⲟⲥϥⲟⲩ	ϥ|ⲛⲁ|ⲟⲩⲟⲥϥ|ⲟⲩ
ⲡⲥⲱⲙⲁ	ⲡ|ⲥⲱⲙⲁ
ⲛⲧⲟϥ	ⲛⲧⲟϥ
ⲛⲧⲡⲟⲣⲛⲉⲓⲁ	ⲛ|ⲧ|ⲡⲟⲣⲛⲉⲓⲁ
ⲁⲛ	ⲁⲛ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲁⲩⲱ	ⲁⲩⲱ
ⲡϫⲟⲉⲓⲥ	ⲡ|ϫⲟⲉⲓⲥ
ⲙⲡⲥⲱⲙⲁ	ⲙ|ⲡ|ⲥⲱⲙⲁ
.	.
ⲁⲡⲛⲟⲩⲧⲉ	ⲁ|ⲡ|ⲛⲟⲩⲧⲉ
ⲇⲉ	ⲇⲉ
ⲧⲟⲩⲛⲉⲥⲡⲉⲛϫⲟⲉⲓⲥ	ⲧⲟⲩⲛⲉⲥ|ⲡⲉⲛ|ϫⲟⲉⲓⲥ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ϥⲛⲁⲧⲟⲩⲛⲟⲥⲛ	ϥ|ⲛⲁ|ⲧⲟⲩⲛⲟⲥ|ⲛ
ϩⲓⲧⲛⲧⲉϥϭⲟⲙ	ϩⲓⲧⲛ|ⲧⲉϥ|ϭⲟⲙ
.	.
ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ	ⲛ|ⲧⲉⲧⲛ|ⲥⲟⲟⲩⲛ
ⲁⲛ	ⲁⲛ
ϫⲉⲛⲉⲧⲛⲥⲱⲙⲁ	ϫⲉ|ⲛⲉⲧⲛ|ⲥⲱⲙⲁ
ⲙⲙⲉⲗⲟⲥ	ⲙ|ⲙⲉⲗⲟⲥ
ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲙ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ
ⲛⲉ	ⲛⲉ
.	.
ⲧⲁϥⲓ	ⲧⲁ|ϥⲓ
ϭⲉ	ϭⲉ
ⲛⲙⲙⲉⲗⲟⲥ	ⲛ|ⲙ|ⲙⲉⲗⲟⲥ
ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲙ|ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ
ⲧⲁⲁⲁⲩ	ⲧⲁ|ⲁⲁ|ⲩ
ⲙⲙⲉⲗⲟⲥ	ⲙ|ⲙⲉⲗⲟⲥ
ⲙⲡⲟⲣⲛⲏ	ⲙ|ⲡⲟⲣⲛⲏ
ⲛⲛⲉⲥϣⲱⲡⲉ	ⲛⲛⲉ|ⲥ|ϣⲱⲡⲉ
ⲏ	ⲏ
ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ	ⲛ|ⲧⲉⲧⲛ|ⲥⲟⲟⲩⲛ
ⲁⲛ	ⲁⲛ
ϫⲉⲡⲉⲧⲧⲱϭⲉ	ϫⲉ|ⲡ|ⲉⲧ|ⲧⲱϭⲉ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲧⲡⲟⲣⲛⲏ	ⲉ|ⲧ|ⲡⲟⲣⲛⲏ
ⲟⲩⲥⲱⲙⲁ	ⲟⲩ|ⲥⲱⲙⲁ
ⲛⲟⲩⲱⲧ	ⲛ|ⲟⲩⲱⲧ
ⲡⲉ	ⲡⲉ
.	.
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲅⲁⲣ	ⲅⲁⲣ
ϫⲉⲥⲉⲛⲁϣⲱⲡⲉ	ϫⲉ|ⲥⲉ|ⲛⲁ|ϣⲱⲡⲉ
ⲙⲡⲉⲥⲛⲁⲩ	ⲙ|ⲡⲉ|ⲥⲛⲁⲩ
ⲉⲩⲥⲁⲣⲝ	ⲉ|ⲩ|ⲥⲁⲣⲝ
ⲛⲟⲩⲱⲧ	ⲛ|ⲟⲩⲱⲧ
.	.
ⲡⲉⲧⲧⲱϭⲉ	ⲡ|ⲉⲧ|ⲧⲱϭⲉ
ⲇⲉ	ⲇⲉ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲡϫⲟⲉⲓⲥ	ⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲟⲩⲡⲛⲉⲩⲙⲁ	ⲟⲩ|ⲡⲛⲉⲩⲙⲁ
ⲛⲟⲩⲱⲧ	ⲛ|ⲟⲩⲱⲧ
ⲡⲉ	ⲡⲉ
.	.
ⲡⲱⲧ	ⲡⲱⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲧⲡⲟⲣⲛⲉⲓⲁ	ⲛ|ⲧ|ⲡⲟⲣⲛⲉⲓⲁ
.	.
ⲛⲟⲃⲉ	ⲛⲟⲃⲉ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲉⲣⲉⲡⲣⲱⲙⲉ	ⲉⲧⲉⲣⲉ|ⲡ|ⲣⲱⲙⲉ
ⲛⲁⲁⲁⲩ	ⲛⲁ|ⲁⲁ|ⲩ
ⲥⲉⲙⲡⲃⲟⲗ	ⲥⲉ|ⲙ|ⲡ|ⲃⲟⲗ
ⲙⲡⲥⲱⲙⲁ	ⲙ|ⲡ|ⲥⲱⲙⲁ
.	.
ⲡⲉⲧⲡⲟⲣⲛⲉⲩⲉ	ⲡ|ⲉⲧ|ⲡⲟⲣⲛⲉⲩⲉ
ⲇⲉ	ⲇⲉ
ⲛⲧⲟϥ	ⲛⲧⲟϥ
ⲉϥⲣⲛⲟⲃⲉ	ⲉ|ϥ|ⲣⲛⲟⲃⲉ
ⲉⲡⲉϥⲥⲱⲙⲁ	ⲉ|ⲡⲉϥ|ⲥⲱⲙⲁ
ⲙⲁⲩⲁⲁϥ	ⲙⲁⲩⲁⲁ|ϥ
.	.
ⲏ	ⲏ
ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ	ⲛ|ⲧⲉⲧⲛ|ⲥⲟⲟⲩⲛ
ⲁⲛ	ⲁⲛ
ϫⲉⲡⲉⲧⲛⲥⲱⲙⲁ	ϫⲉ|ⲡⲉⲧⲛ|ⲥⲱⲙⲁ
ⲡⲣⲡⲉ	ⲡ|ⲣⲡⲉ
ⲡⲉ	ⲡⲉ
ⲙⲡⲉⲡⲛⲉⲩⲙⲁ	ⲙ|ⲡⲉ|ⲡⲛⲉⲩⲙⲁ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲉⲧⲛϩⲏⲧⲧⲏⲩⲧⲛ	ⲉⲧ|ⲛϩⲏⲧ|ⲧⲏⲩⲧⲛ
.	.
ⲡⲁⲓ	ⲡⲁⲓ
ⲉⲛⲧⲁⲧⲉⲧⲛϫⲓⲧϥ	ⲉⲛⲧ|ⲁ|ⲧⲉⲧⲛ|ϫⲓⲧ|ϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲙ|ⲡ|ⲛⲟⲩⲧⲉ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲉⲧⲛ	ⲛ|ⲧⲉⲧⲛ
ⲡⲱⲧⲛ	ⲡⲱⲧⲛ
ⲁⲛ	ⲁⲛ
.	.
ⲁⲩϣⲉⲡⲧⲏⲩⲧⲛ	ⲁ|ⲩ|ϣⲉⲡ|ⲧⲏⲩⲧⲛ
ⲅⲁⲣ	ⲅⲁⲣ
ϩⲁⲟⲩⲁⲥⲟⲩ	ϩⲁ|ⲟⲩ|ⲁⲥⲟⲩ
.	.
ϯⲉⲟⲟⲩ	ϯⲉⲟⲟⲩ
ϭⲉ	ϭⲉ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ϩⲙⲡⲉⲧⲛⲥⲱⲙⲁ	ϩⲙ|ⲡⲉⲧⲛ|ⲥⲱⲙⲁ
.	.
ⲉⲧⲃⲉⲛⲉⲛⲧⲁⲧⲉⲧⲛⲥϩⲁⲓⲥⲟⲩ	ⲉⲧⲃⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲧⲉⲧⲛ|ⲥϩⲁⲓ|ⲥⲟⲩ
ⲇⲉ	ⲇⲉ
ⲛⲁⲓ	ⲛⲁ|ⲓ
ⲛⲁⲛⲟⲩⲥ	ⲛⲁⲛⲟⲩ|ⲥ
ⲙⲡⲣⲱⲙⲉ	ⲙ|ⲡ|ⲣⲱⲙⲉ
ⲉⲧⲙϫⲱϩ	ⲉ|ⲧⲙ|ϫⲱϩ
ⲉⲥϩⲓⲙⲉ	ⲉ|ⲥϩⲓⲙⲉ
.	.
ⲉⲧⲃⲉⲙⲡⲟⲣⲛⲉⲓⲁ	ⲉⲧⲃⲉ|ⲙ|ⲡⲟⲣⲛⲉⲓⲁ
ⲇⲉ	ⲇⲉ
ⲙⲁⲣⲉⲡⲟⲩⲁ	ⲙⲁⲣⲉ|ⲡ|ⲟⲩⲁ
ⲡⲟⲩⲁ	ⲡ|ⲟⲩⲁ
ϫⲓ	ϫⲓ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲛⲧⲉϥⲥϩⲓⲙⲉ	ⲛ|ⲧⲉϥ|ⲥϩⲓⲙⲉ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ⲙⲁⲣⲉⲧⲟⲩⲉⲓ	ⲙⲁⲣⲉ|ⲧ|ⲟⲩⲉⲓ
ⲧⲟⲩⲉⲓ	ⲧ|ⲟⲩⲉⲓ
ϫⲓ	ϫⲓ
ⲛⲁⲥ	ⲛⲁ|ⲥ
ⲙⲡⲉⲥϩⲁⲓ	ⲙ|ⲡⲉⲥ|ϩⲁⲓ
.	.
ⲡϩⲟⲟⲩⲧ	ⲡ|ϩⲟⲟⲩⲧ
ⲙⲁⲣⲉϥϯ	ⲙⲁⲣⲉ|ϥ|ϯ
ⲙⲡⲉⲧⲉⲣⲟϥ	ⲙ|ⲡ|ⲉⲧ|ⲉⲣⲟ|ϥ
ⲛⲧⲉϥⲥϩⲓⲙⲉ	ⲛ|ⲧⲉϥ|ⲥϩⲓⲙⲉ
.	.
ϩⲟⲙⲟⲓⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
ⲇⲉ	ⲇⲉ
ⲧⲕⲉⲥϩⲓⲙⲉ	ⲧ|ⲕⲉ|ⲥϩⲓⲙⲉ
ⲙⲁⲣⲉⲥϯ	ⲙⲁⲣⲉ|ⲥ|ϯ
ⲙⲡⲉⲧⲉⲣⲟⲥ	ⲙ|ⲡ|ⲉⲧ|ⲉⲣⲟ|ⲥ
ⲙⲡⲉⲥϩⲁⲓ	ⲙ|ⲡⲉⲥ|ϩⲁⲓ
.	.
ⲧⲉⲥϩⲓⲙⲉ	ⲧⲉ|ⲥϩⲓⲙⲉ
ⲟ	ⲟ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲁⲛ	ⲁⲛ
ⲙⲡⲉⲥⲥⲱⲙⲁ	ⲙ|ⲡⲉⲥ|ⲥⲱⲙⲁ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲡⲉⲥϩⲁⲓ	ⲡⲉⲥ|ϩⲁⲓ
ⲡⲉ	ⲡⲉ
.	.
ϩⲟⲙⲟⲓⲱⲥ	ϩⲟⲙⲟⲓⲱⲥ
ⲇⲉ	ⲇⲉ
ⲙⲡϩⲁⲓ	ⲙ|ⲡ|ϩⲁⲓ
ⲟ	ⲟ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲁⲛ	ⲁⲛ
ⲙⲡⲉϥⲥⲱⲙⲁ	ⲙ|ⲡⲉϥ|ⲥⲱⲙⲁ
.	.
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲧⲉϥⲥϩⲓⲙⲉ	ⲧⲉϥ|ⲥϩⲓⲙⲉ
ⲧⲉ	ⲧⲉ
.	.
ⲙⲡⲣϥⲉϭⲛⲉⲧⲛⲉⲣⲏⲩ	ⲙⲡⲣ|ϥⲉϭ|ⲛⲉⲧⲛ|ⲉⲣⲏⲩ
ⲉⲓⲙⲏⲧⲓ	ⲉⲓⲙⲏⲧⲓ
ϩⲛⲟⲩϣⲱⲛⲃ	ϩⲛ|ⲟⲩ|ϣⲱⲛⲃ
ⲡⲣⲟⲥⲟⲩⲟⲉⲓϣ	ⲡⲣⲟⲥ|ⲟⲩⲟⲉⲓϣ
ϫⲉⲉⲧⲉⲧⲛⲉⲥⲣϥⲉ	ϫⲉ|ⲉⲧⲉⲧⲛⲉ|ⲥⲣϥⲉ
ⲉⲡⲉϣⲗⲏⲗ	ⲉ|ⲡⲉ|ϣⲗⲏⲗ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲛⲧⲉⲧⲛⲉⲓ	ⲛ|ⲧⲉⲧⲛ|ⲉⲓ
ⲉⲧⲟⲩⲉⲛ	ⲉⲧ|ⲟⲩⲉⲛ
ⲛⲉⲧⲛⲉⲣⲏⲩ	ⲛⲉⲧⲛ|ⲉⲣⲏⲩ
ϫⲉⲛⲛⲉⲡⲥⲁⲧⲁⲛⲁⲥ	ϫⲉ|ⲛⲛⲉ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲡⲉⲓⲣⲁⲍⲉ	ⲡⲉⲓⲣⲁⲍⲉ
ⲙⲙⲱⲧⲛ	ⲙⲙⲱ|ⲧⲛ
ⲉⲧⲃⲉⲧⲉⲧⲛⲙⲛⲧⲁⲧⲁⲙⲁϩⲧⲉ	ⲉⲧⲃⲉ|ⲧⲉⲧⲛ|ⲙⲛⲧⲁⲧⲁⲙⲁϩⲧⲉ
.	.
ⲡⲁⲓ	ⲡⲁⲓ
ⲇⲉ	ⲇⲉ
ⲉⲓϫⲱ	ⲉ|ⲓ|ϫⲱ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲕⲁⲧⲁⲟⲩⲥⲩⲛⲅⲛⲱⲙⲏ	ⲕⲁⲧⲁ|ⲟⲩ|ⲥⲩⲛⲅⲛⲱⲙⲏ
.	.
ⲛⲕⲁⲧⲁⲟⲩⲉϩⲥⲁϩⲛⲉ	ⲛ|ⲕⲁⲧⲁ|ⲟⲩⲉϩⲥⲁϩⲛⲉ
ⲁⲛ	ⲁⲛ
.	.
ϯⲟⲩⲱϣ	ϯ|ⲟⲩⲱϣ
ⲅⲁⲣ	ⲅⲁⲣ
ⲉⲧⲣⲉⲣⲱⲙⲉ	ⲉ|ⲧⲣⲉ|ⲣⲱⲙⲉ
ⲛⲓⲙ	ⲛⲓⲙ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
ⲛⲧⲁϩⲉ	ⲛ|ⲧⲁ|ϩⲉ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲟⲩⲛⲧⲉⲡⲟⲩⲁ	ⲟⲩⲛⲧⲉ|ⲡ|ⲟⲩⲁ
ⲡⲟⲩⲁ	ⲡ|ⲟⲩⲁ
ⲟⲩⲭⲁⲣⲓⲥⲙⲁ	ⲟⲩ|ⲭⲁⲣⲓⲥⲙⲁ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲟⲩⲁ	ⲟⲩⲁ
ⲙⲉⲛ	ⲙⲉⲛ
ϩⲓⲛⲁⲓ	ϩⲓ|ⲛⲁⲓ
ⲕⲉⲧ	ⲕⲉⲧ
ⲇⲉ	ⲇⲉ
ⲛⲧⲉⲓϩⲉ	ⲛ|ⲧⲉⲓ|ϩⲉ
.	.
ϯϫⲱ	ϯ|ϫⲱ
ⲇⲉ	ⲇⲉ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲛⲉⲧⲉⲙⲛⲧⲟⲩⲥϩⲓⲙⲉ	ⲛ|ⲛ|ⲉⲧⲉ|ⲙⲛⲧ|ⲟⲩ|ⲥϩⲓⲙⲉ
ⲙⲛⲛⲉⲭⲏⲣⲁ	ⲙⲛ|ⲛⲉ|ⲭⲏⲣⲁ
ϫⲉⲛⲁⲛⲟⲩⲥ	ϫⲉ|ⲛⲁⲛⲟⲩ|ⲥ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲉϭⲱ	ⲉ|ϭⲱ
ⲛⲧⲁϩⲉ	ⲛ|ⲧⲁ|ϩⲉ
ϩⲱ	ϩⲱ
.	.
ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ
ⲇⲉ	ⲇⲉ
ⲉⲛⲥⲉⲛⲁϣⲉⲅⲕⲣⲁⲧⲉⲩⲉ	ⲉ|ⲛ|ⲥⲉ|ⲛⲁ|ϣ|ⲉⲅⲕⲣⲁⲧⲉⲩⲉ
ⲁⲛ	ⲁⲛ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲙⲁⲣⲟⲩϫⲓ	ⲙⲁⲣ|ⲟⲩ|ϫⲓ
.	.
ⲛⲁⲛⲟⲩϫⲓ	ⲛⲁⲛⲟⲩ|ϫⲓ
ⲅⲁⲣ	ⲅⲁⲣ
ⲉϩⲟⲩⲉⲣⲱⲕϩ	ⲉϩⲟⲩⲉ|ⲣⲱⲕϩ
.	.
ⲛⲉⲛⲧⲁⲩϫⲓ	ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϫⲓ
ⲇⲉ	ⲇⲉ
ϯⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ	ϯ|ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲁⲛ	ⲁⲛ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲡϫⲟⲉⲓⲥ	ⲡ|ϫⲟⲉⲓⲥ
ⲉⲧⲙⲧⲣⲉⲧⲉⲥϩⲓⲙⲉ	ⲉ|ⲧⲙ|ⲧⲣⲉ|ⲧⲉ|ⲥϩⲓⲙⲉ
ⲡⲱⲣϫ	ⲡⲱⲣϫ
ⲉⲡⲉⲥϩⲁⲓ	ⲉ|ⲡⲉⲥ|ϩⲁⲓ
.	.
ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ
ⲇⲉ	ⲇⲉ
ⲉⲥϣⲁⲛⲡⲱⲣϫ	ⲉⲥϣⲁⲛ|ⲡⲱⲣϫ
ⲙⲁⲣⲉⲥϭⲱ	ⲙⲁⲣⲉ|ⲥ|ϭⲱ
ⲛⲧⲉⲓϩⲉ	ⲛ|ⲧⲉⲓ|ϩⲉ
.	.
ⲏ	ⲏ
ⲛⲥϩⲱⲧⲡ	ⲛ|ⲥ|ϩⲱⲧⲡ
ⲉⲡⲉⲥϩⲁⲓ	ⲉ|ⲡⲉⲥ|ϩⲁⲓ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ⲡϩⲟⲟⲩⲧ	ⲡ|ϩⲟⲟⲩⲧ
ⲉⲧⲙⲧⲣⲉϥⲕⲱ	ⲉ|ⲧⲙ|ⲧⲣⲉ|ϥ|ⲕⲱ
ⲛⲥⲱϥ	ⲛⲥⲱ|ϥ
ⲛⲧⲉϥⲥϩⲓⲙⲉ	ⲛ|ⲧⲉϥ|ⲥϩⲓⲙⲉ
.	.
ϯϫⲱ	ϯ|ϫⲱ
ⲇⲉ	ⲇⲉ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲙⲡⲕⲉⲥⲉⲉⲡⲉ	ⲙ|ⲡ|ⲕⲉ|ⲥⲉⲉⲡⲉ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲁⲛ	ⲁⲛ
ϫⲉⲉϣⲱⲡⲉ	ϫⲉ|ⲉϣⲱⲡⲉ
ⲟⲩⲥⲟⲛ	ⲟⲩ|ⲥⲟⲛ
ⲉⲩⲛⲧⲁϥ	ⲉ|ⲟⲩⲛⲧⲁ|ϥ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲛⲟⲩⲥϩⲓⲙⲉ	ⲛ|ⲟⲩ|ⲥϩⲓⲙⲉ
ⲛⲁⲡⲓⲥⲧⲟⲥ	ⲛ|ⲁⲡⲓⲥⲧⲟⲥ
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲥⲟⲩⲱϣ	ⲉ|ⲥ|ⲟⲩⲱϣ
ⲉϭⲱ	ⲉ|ϭⲱ
ⲛⲙⲙⲁϥ	ⲛⲙⲙⲁ|ϥ
ⲙⲡⲣⲧⲣⲉϥⲗⲟ	ⲙⲡⲣⲧⲣⲉ|ϥ|ⲗⲟ
ϩⲁⲣⲟⲥ	ϩⲁⲣⲟ|ⲥ
.	.
ⲁⲩⲱ	ⲁⲩⲱ
ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ
ⲟⲩⲥϩⲓⲙⲉ	ⲟⲩ|ⲥϩⲓⲙⲉ
ⲉⲩⲛⲧⲁⲥ	ⲉ|ⲟⲩⲛⲧⲁ|ⲥ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲛⲟⲩϩⲁⲓ	ⲛ|ⲟⲩ|ϩⲁⲓ
ⲛⲁⲡⲓⲥⲧⲟⲥ	ⲛ|ⲁⲡⲓⲥⲧⲟⲥ
ⲉϥⲟⲩⲱϣ	ⲉ|ϥ|ⲟⲩⲱϣ
ⲉϭⲱ	ⲉ|ϭⲱ
ⲛⲙⲙⲁⲥ	ⲛⲙⲙⲁ|ⲥ
ⲙⲡⲣⲧⲣⲉⲥⲗⲟ	ⲙⲡⲣⲧⲣⲉ|ⲥ|ⲗⲟ
ϩⲁⲡϩⲁⲓ	ϩⲁ|ⲡ|ϩⲁⲓ
.	.
ⲁϥⲧⲃⲃⲟ	ⲁ|ϥ|ⲧⲃⲃⲟ
ⲅⲁⲣ	ⲅⲁⲣ
ⲛϭⲓⲡϩⲁⲓ	ⲛϭⲓ|ⲡ|ϩⲁⲓ
ⲛⲁⲡⲓⲥⲧⲟⲥ	ⲛ|ⲁⲡⲓⲥⲧⲟⲥ
ϩⲛⲧⲉⲥϩⲓⲙⲉ	ϩⲛ|ⲧⲉ|ⲥϩⲓⲙⲉ
ⲁⲩⲱ	ⲁⲩⲱ
ⲁⲥⲧⲃⲃⲟ	ⲁ|ⲥ|ⲧⲃⲃⲟ
ⲛϭⲓⲧⲉⲥϩⲓⲙⲉ	ⲛϭⲓ|ⲧⲉ|ⲥϩⲓⲙⲉ
ⲛⲁⲡⲓⲥⲧⲟⲥ	ⲛ|ⲁⲡⲓⲥⲧⲟⲥ
ϩⲙⲡⲥⲟⲛ	ϩⲙ|ⲡ|ⲥⲟⲛ
ⲉϣϫⲉⲙⲡⲉⲓ	ⲉϣϫⲉ|ⲙ|ⲡⲉⲓ
ⲉⲛⲉⲧⲛϣⲏⲣⲉ	ⲉ|ⲛⲉⲧⲛ|ϣⲏⲣⲉ
ϩⲉⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ	ϩⲉⲛ|ⲁⲕⲁⲑⲁⲣⲧⲟⲛ
ⲛⲉ	ⲛⲉ
ⲧⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ
ⲇⲉ	ⲇⲉ
ⲥⲉⲟⲩⲁⲁⲃ	ⲥⲉ|ⲟⲩⲁⲁⲃ
.	.
ⲉϣϫⲉⲡⲁⲡⲓⲥⲧⲟⲥ	ⲉϣϫⲉ|ⲡ|ⲁⲡⲓⲥⲧⲟⲥ
ⲇⲉ	ⲇⲉ
ⲛⲁⲡⲱⲣϫ	ⲛⲁ|ⲡⲱⲣϫ
